Timestamp	Rule	ID	Consequent	FPR	G-Mean	WRAcc_Norm(Diversity)
15.000000	3	1442808515	class1	0.013696	0.126693	0.501289
15.000000	4	1402641063	class1	0.465854	0.534846	0.534846
15.000000	5	-1148947109	class1	0.032270	0.332340	0.540931
15.000000	6	1617284752	class2	0.118630	0.340224	0.506351
15.000000	7	-953507312	class2	0.123769	0.367829	0.515320
15.000000	8	1891255556	class2	0.055675	0.292530	0.517472
16.000000	0	-1501709989	class1	0.002237	0.058688	0.500608
16.000000	1	2015503824	class2	0.000000	0.185695	0.517241
17.000000	0	-1318930527	class1	0.000375	0.046315	0.500886
17.000000	1	-11001765	class1	0.022097	0.148440	0.500217
17.000000	2	861388431	class1	0.489139	0.511010	0.511010
17.000000	3	1090528731	class1	0.013109	0.109870	0.499562
17.000000	4	-1184125257	class1	0.088202	0.436552	0.560405
17.000000	5	2015503824	class2	0.000000	0.190603	0.518165
18.000000	0	346008899	class1	0.000000	0.051064	0.501304
18.000000	1	742391363	class1	0.009077	0.101664	0.500676
18.000000	2	1683683548	class2	0.002390	0.120831	0.506122
19.000000	0	-1829177905	class1	0.002590	0.211460	0.521121
19.000000	1	-320483185	class1	0.047549	0.308114	0.526062
19.000000	2	1511704318	class2	0.007399	0.108413	0.502221
20.000000	0	1793279875	class1	0.000000	0.044180	0.500976
20.000000	1	1042919382	class2	0.000000	0.101025	0.505103
21.000000	0	-79465405	class1	0.004605	0.133628	0.506667
21.000000	1	1574773647	class1	0.468779	0.531198	0.531198
21.000000	2	277361371	class1	0.119543	0.380084	0.522267
21.000000	3	1016622939	class1	0.060232	0.283526	0.512654
21.000000	4	-192297661	class1	0.242402	0.439417	0.506233
21.000000	5	36840143	class1	0.054154	0.280781	0.514599
21.000000	6	1962626517	class1	0.247375	0.441902	0.506043
21.000000	7	1572140892	class2	0.063225	0.268563	0.506885
21.000000	8	-474820296	class2	0.006344	0.171661	0.511656
21.000000	9	619926044	class2	0.032597	0.171988	0.498990
22.000000	0	2135011041	class1	0.000000	0.014607	0.500107
22.000000	1	277321935	class1	0.008846	0.183367	0.512539
22.000000	2	-1503720427	class1	0.000753	0.025290	0.499944
22.000000	3	286076675	class1	0.002635	0.072937	0.501349
22.000000	4	2015324892	class2	0.000000	0.189604	0.517975
23.000000	0	643382369	class1	0.000000	0.014692	0.500108
23.000000	1	-1513990896	class2	0.002158	0.137033	0.508330
23.000000	2	1589652548	class2	0.125621	0.379499	0.519545
23.000000	3	287955804	class2	0.060436	0.261629	0.506208
23.000000	4	-1922689776	class2	0.019858	0.211093	0.512803
23.000000	5	-1700465764	class2	0.061947	0.268347	0.507409
23.000000	6	-601937712	class2	0.007339	0.183472	0.513286
24.000000	0	797099669	class1	0.000185	0.055175	0.501430
24.000000	1	927221252	class2	0.476729	0.525883	0.525889
24.000000	2	-657295344	class2	0.112658	0.323473	0.502631
24.000000	3	1383455440	class2	0.029578	0.169006	0.499928
24.000000	4	1487765700	class2	0.008047	0.105836	0.501623
24.000000	5	1574952208	class2	0.470204	0.521027	0.521099
24.000000	6	-1278388580	class2	0.022836	0.135166	0.497930
24.000000	7	502291588	class2	0.123749	0.379314	0.520224
24.000000	8	1232170756	class2	0.070683	0.249895	0.498257
24.000000	9	2143768016	class2	0.349282	0.477397	0.500479
24.000000	10	1940407568	class2	0.031535	0.182117	0.501356
24.000000	11	2019467844	class2	0.245977	0.437136	0.503724
24.000000	12	1242514128	class2	0.070900	0.262946	0.501758
25.000000	0	1110321167	class1	0.001105	0.147118	0.510281
25.000000	1	-901218743	class1	0.034064	0.165142	0.497085
25.000000	2	-1036477733	class1	0.063524	0.283091	0.511026
25.000000	3	1132454683	class1	0.062419	0.265302	0.506326
25.000000	4	-638280957	class1	0.011232	0.154988	0.506531
25.000000	5	-1833526385	class1	0.034984	0.193350	0.501877
25.000000	6	-468362212	class2	0.468812	0.523596	0.523650
25.000000	7	-1998942512	class2	0.100897	0.398450	0.537841
25.000000	8	324480732	class2	0.069818	0.257121	0.500628
25.000000	9	-824332656	class2	0.004377	0.124829	0.505637
25.000000	10	-107196988	class2	0.029985	0.197775	0.505170
25.000000	11	-437204952	class2	0.070475	0.264253	0.502325
25.000000	12	1397636176	class2	0.236157	0.450969	0.515046
25.000000	13	-484815100	class2	0.016196	0.156380	0.504331
26.000000	0	1110321167	class1	0.000187	0.146382	0.510622
26.000000	1	-1771870960	class2	0.007287	0.122780	0.503949
27.000000	0	1110321167	class1	0.001281	0.143879	0.509723
27.000000	1	-722445808	class2	0.125028	0.368033	0.514888
27.000000	2	1444221380	class2	0.219625	0.468025	0.530535
27.000000	3	-910338050	class2	0.046086	0.198176	0.497543
27.000000	4	1548664376	class2	0.014333	0.156617	0.505276
27.000000	5	1397457436	class2	0.482690	0.519401	0.519405
27.000000	6	1713392348	class2	0.018964	0.161891	0.503876
27.000000	7	-2031258160	class2	0.065711	0.282253	0.509779
27.000000	8	-1187299644	class2	0.061080	0.268943	0.507978
27.000000	9	565145104	class2	0.033517	0.192713	0.502455
28.000000	0	1110321167	class1	0.000915	0.146151	0.510232
28.000000	1	1574773647	class1	0.000000	0.000000	0.528997
28.000000	2	-1126555249	class1	0.031301	0.220152	0.509366
28.000000	3	1210028432	class2	0.007935	0.109478	0.502073
29.000000	0	-1820850249	class1	0.018089	0.140985	0.501077
29.000000	1	-1177495792	class2	0.052845	0.289932	0.517953
29.000000	2	845156880	class2	0.036863	0.195222	0.501353
29.000000	3	-1322035760	class2	0.249947	0.437775	0.502782
29.000000	4	-468367984	class2	0.463669	0.529379	0.529424
29.000000	5	54967248	class2	0.047091	0.273633	0.515742
29.000000	6	887105820	class2	0.464948	0.534626	0.534626
29.000000	7	1569297348	class2	0.120818	0.373483	0.518920
29.000000	8	-469648548	class2	0.248881	0.433703	0.500771
29.000000	9	2088455044	class2	0.019604	0.159088	0.503106
30.000000	0	-1916761557	class1	0.008268	0.179510	0.512112
30.000000	1	502291588	class2	0.000000	0.000000	0.515219
31.000000	0	1162184115	class1	0.000000	0.033172	0.500550
31.000000	1	-1493412447	class1	0.000000	0.033172	0.500550
31.000000	2	-1513984944	class2	0.000000	0.000000	0.516916
32.000000	0	1563364523	class1	0.003914	0.043984	0.499014
32.000000	1	583794844	class2	0.003884	0.080605	0.501319
32.000000	2	1589652548	class2	0.000000	0.000000	0.524331
32.000000	3	1445520	class2	0.043159	0.185992	0.496497
32.000000	4	-851860028	class2	0.255071	0.418066	0.489777
32.000000	5	2043038520	class2	0.105309	0.393779	0.534002
32.000000	6	-19260732	class2	0.001079	0.051051	0.500765
33.000000	0	-1224629873	class1	0.000927	0.067476	0.501815
33.000000	1	-463750116	class2	0.452040	0.537606	0.537704
33.000000	2	-2022886896	class2	0.001302	0.052709	0.500740
33.000000	3	1085200784	class2	0.123264	0.370670	0.516725
33.000000	4	-1430014628	class2	0.008898	0.103252	0.500930
33.000000	5	-139768828	class2	0.019965	0.136159	0.499476
34.000000	0	-705229041	class1	0.008324	0.100725	0.500953
34.000000	1	-358426894	class2	0.000000	0.038469	0.500740
35.000000	0	-849438193	class1	0.020744	0.119680	0.496942
35.000000	1	-498209905	class1	0.002616	0.056728	0.500305
35.000000	2	-103133553	class1	0.009905	0.082553	0.498489
35.000000	3	1402819995	class1	0.474491	0.526574	0.526575
35.000000	4	196729743	class1	0.117361	0.324900	0.501117
35.000000	5	-399350437	class1	0.023360	0.128825	0.496816
35.000000	6	2000803675	class1	0.122594	0.380220	0.521086
35.000000	7	-1184125449	class1	0.049150	0.298620	0.522317
35.000000	8	-408740081	class1	0.014390	0.093232	0.497215
35.000000	9	-520924458	class2	0.000860	0.056340	0.501158
35.000000	10	2092961418	class2	0.000430	0.051139	0.501093
36.000000	0	866750811	class1	0.230322	0.447585	0.514979
36.000000	1	1073374479	class1	0.037811	0.176705	0.497320
36.000000	2	473523663	class1	0.232867	0.462040	0.522709
36.000000	3	40706395	class1	0.061989	0.284421	0.512126
36.000000	4	1552024987	class1	0.465915	0.526829	0.526878
36.000000	5	2078454363	class1	0.033630	0.175871	0.499188
36.000000	6	463006211	class1	0.126522	0.359588	0.510755
36.000000	7	-983617597	class1	0.144519	0.365616	0.505869
36.000000	8	-626915441	class1	0.018724	0.162454	0.504085
36.000000	9	1852991818	class2	0.000000	0.040448	0.500818
37.000000	0	115341745	class1	0.002407	0.123210	0.506405
37.000000	1	662108560	class2	0.002174	0.081561	0.502246
38.000000	0	1367646607	class1	0.004963	0.127073	0.505632
38.000000	1	2015319306	class2	0.000000	0.190780	0.518199
39.000000	0	-883914767	class1	0.000000	0.036065	0.500650
39.000000	1	-1734093168	class2	0.127683	0.370999	0.515052
39.000000	2	2015319306	class2	0.000000	0.199312	0.519863
39.000000	3	-1674096368	class2	0.052894	0.295302	0.519590
39.000000	4	-254999280	class2	0.101452	0.350615	0.517679
39.000000	5	1584111236	class2	0.050943	0.290799	0.519080
40.000000	0	-1369641405	class1	0.003507	0.046630	0.499337
40.000000	1	2015319306	class2	0.000000	0.197828	0.519568
41.000000	0	-1441313137	class1	0.000738	0.161184	0.512631
41.000000	1	-1879818806	class2	0.002185	0.065053	0.501028
42.000000	0	565489121	class1	0.002226	0.062424	0.500840
42.000000	1	1417519964	class2	0.123020	0.375985	0.519087
42.000000	2	-1132290544	class2	0.029074	0.210059	0.508186
42.000000	3	-297522096	class2	0.243654	0.436652	0.504217
42.000000	4	219484176	class2	0.474289	0.528384	0.528390
42.000000	5	481129866	class2	0.000217	0.069439	0.502303
42.000000	6	-397599664	class2	0.056411	0.277197	0.512510
42.000000	7	-678832828	class2	0.019310	0.135548	0.499712
43.000000	0	1021127579	class1	0.003693	0.064262	0.500226
43.000000	1	-1773566553	class1	0.016248	0.151535	0.503547
43.000000	2	-114460714	class2	0.000000	0.196911	0.519387
44.000000	0	568701641	class1	0.001292	0.076697	0.502299
44.000000	1	-1832361892	class2	0.000000	0.189748	0.518002
45.000000	0	2298179	class1	0.008534	0.103699	0.501156
45.000000	1	1979358363	class1	0.482004	0.529266	0.529389
45.000000	2	-148529341	class1	0.000081	0.000434	0.566158
45.000000	3	-1220730405	class1	0.017811	0.156529	0.503568
45.000000	4	1730942427	class1	0.003525	0.064085	0.500298
45.000000	5	1935430979	class1	0.060668	0.276792	0.510447
45.000000	6	943317520	class2	0.008460	0.099668	0.500779
46.000000	0	-402902513	class1	0.000000	0.036649	0.500672
46.000000	1	1403171728	class2	0.505485	0.501946	0.502002
46.000000	2	1058529202	class2	0.000448	0.057024	0.501403
46.000000	3	-1257921444	class2	0.013432	0.153996	0.505303
46.000000	4	-1239719024	class2	0.499888	0.497201	0.497209
46.000000	5	1827190724	class2	0.037833	0.173447	0.496717
46.000000	6	675360348	class2	0.056861	0.274485	0.511511
46.000000	7	1574767696	class2	0.231028	0.439524	0.510096
46.000000	8	739101456	class2	0.007388	0.105464	0.501909
46.000000	9	-1528685092	class2	0.119543	0.388399	0.525896
46.000000	10	1242514128	class2	0.000074	0.000250	0.497591
47.000000	0	-120906633	class1	0.018061	0.227459	0.517314
47.000000	1	1412950498	class2	0.019676	0.144143	0.500759
47.000000	2	982814538	class2	0.000219	0.042925	0.500812
48.000000	0	-1595146609	class1	0.004830	0.138504	0.507223
48.000000	1	-983617597	class1	0.000141	0.000344	0.500371
48.000000	2	1771107792	class2	0.233485	0.443129	0.511346
48.000000	3	-593758168	class2	0.064111	0.271188	0.507235
48.000000	4	-297516144	class2	0.486463	0.515357	0.515360
48.000000	5	-1501385916	class2	0.234784	0.456973	0.519056
48.000000	6	-838026934	class2	0.018410	0.152777	0.502684
48.000000	7	-1464180900	class2	0.037254	0.183855	0.498928
48.000000	8	1891440068	class2	0.100065	0.388326	0.533750
48.000000	9	164221456	class2	0.010830	0.122752	0.502202
48.000000	10	1874696034	class2	0.039636	0.194938	0.499966
49.000000	0	1288679463	class1	0.003019	0.052513	0.499874
49.000000	1	-497872700	class2	0.009787	0.093708	0.499540
49.000000	2	1043585418	class2	0.000638	0.033636	0.500247
49.000000	3	-606367420	class2	0.012766	0.102133	0.498900
49.000000	4	-1880412732	class2	0.012340	0.099381	0.498830
50.000000	0	348211215	class1	0.025726	0.210348	0.509844
50.000000	1	54578704	class2	0.017113	0.150854	0.503020
50.000000	2	-1628234300	class2	0.012286	0.100816	0.499002
50.000000	3	929291658	class2	0.116498	0.385210	0.525727
51.000000	0	1140819215	class1	0.011093	0.093976	0.498919
51.000000	1	1261359183	class1	0.062119	0.256477	0.504009
51.000000	2	-1477799973	class1	0.000185	0.076681	0.502848
51.000000	3	6502619	class1	0.062488	0.291812	0.514171
51.000000	4	1512575056	class2	0.001960	0.062248	0.500961
52.000000	0	-1674915441	class1	0.002192	0.061220	0.500782
52.000000	1	-1125809084	class2	0.000000	0.042741	0.500913
53.000000	0	-505324873	class1	0.000186	0.038892	0.500663
53.000000	1	-137254972	class2	0.000000	0.045247	0.501024
54.000000	0	-148529341	class1	0.000000	0.000000	0.564733
54.000000	1	375861188	class2	0.023306	0.137037	0.497960
55.000000	0	-217623997	class1	0.014974	0.154760	0.504670
55.000000	1	770404373	class1	0.000730	0.068107	0.501956
55.000000	2	1329532478	class2	0.000000	0.013514	0.500091
55.000000	3	-1757442620	class2	0.003758	0.048632	0.499308
56.000000	0	-1114478013	class1	0.008733	0.099368	0.500614
56.000000	1	-1734093168	class2	0.000004	0.000011	0.502799
56.000000	2	10831120	class2	0.034430	0.180202	0.499600
56.000000	3	-1150145468	class2	0.064097	0.260755	0.504276
56.000000	4	-1490556720	class2	0.018190	0.151007	0.502518
56.000000	5	770931100	class2	0.020355	0.161336	0.503107
57.000000	0	-1155751699	class1	0.001670	0.076449	0.502092
57.000000	1	-1781646665	class1	0.010579	0.172684	0.509780
57.000000	2	1616716931	class1	0.013549	0.180308	0.509704
57.000000	3	95247248	class2	0.023417	0.199688	0.508707
58.000000	0	1910011459	class1	0.007284	0.180217	0.512716
58.000000	1	842014916	class2	0.007103	0.113936	0.502986
59.000000	0	1397457435	class1	0.473969	0.528470	0.528476
59.000000	1	697968847	class1	0.242956	0.434244	0.503064
59.000000	2	657068559	class1	0.034335	0.179586	0.499532
59.000000	3	-108342001	class1	0.039746	0.185885	0.498119
59.000000	4	770931099	class1	0.016608	0.156101	0.504086
59.000000	5	1255890499	class1	0.018847	0.157944	0.503289
59.000000	6	-954947377	class1	0.059153	0.279735	0.512009
59.000000	7	1107004407	class1	0.125023	0.377532	0.518936
59.000000	8	-983617597	class1	0.000137	0.000352	0.505439
59.000000	9	1221059465	class1	0.000560	0.063966	0.501767
59.000000	10	258322744	class2	0.014867	0.155773	0.504882
60.000000	0	1318781007	class1	0.000562	0.050742	0.501007
60.000000	1	1090051152	class2	0.003006	0.192717	0.517123
61.000000	0	678459343	class1	0.005109	0.081269	0.500765
61.000000	1	-2114777118	class2	0.002213	0.035698	0.499532
61.000000	2	477815108	class2	0.007966	0.096077	0.500669
62.000000	0	1560203773	class1	0.000000	0.020818	0.500217
62.000000	1	-667909565	class1	0.023027	0.123459	0.496287
62.000000	2	1605346779	class1	0.009285	0.104634	0.500883
62.000000	3	-1672778045	class1	0.243825	0.452926	0.513732
62.000000	4	-55603977	class1	0.001857	0.048776	0.500263
62.000000	5	-40202813	class1	0.034169	0.196234	0.502851
62.000000	6	-1189672149	class1	0.084494	0.445394	0.566095
62.000000	7	1919199580	class2	0.009101	0.114301	0.502042
62.000000	8	-1135008206	class2	0.016035	0.151734	0.503682
62.000000	9	-1617198058	class2	0.001517	0.062400	0.501191
63.000000	0	2029254851	class1	0.000185	0.029550	0.500344
63.000000	1	1750462991	class1	0.000000	0.025593	0.500328
63.000000	2	-1075662199	class1	0.002030	0.044284	0.499968
63.000000	3	1537362365	class1	0.000923	0.033026	0.500085
63.000000	4	391136772	class2	0.000873	0.042935	0.500486
63.000000	5	-832518180	class2	0.011354	0.167603	0.508530
63.000000	6	1584111044	class2	0.021834	0.208119	0.511223
64.000000	0	-148535113	class1	0.085541	0.444024	0.565030
64.000000	1	1440716967	class1	0.474062	0.530369	0.530388
64.000000	2	305312923	class1	0.351361	0.481750	0.503219
64.000000	3	-389945893	class1	0.007174	0.110372	0.502548
64.000000	4	-1209601399	class1	0.001288	0.049062	0.500561
64.000000	5	164464092	class2	0.001096	0.082456	0.502855
64.000000	6	19806858	class2	0.000657	0.040676	0.500499
64.000000	7	-1989502064	class2	0.015118	0.087232	0.496304
65.000000	0	785636937	class1	0.000000	0.032876	0.500540
65.000000	1	-1473369404	class2	0.004756	0.110557	0.503763
66.000000	0	-2042837181	class1	0.006358	0.124011	0.504560
66.000000	1	661561720	class2	0.017197	0.144740	0.502060
67.000000	0	-383661577	class1	0.003856	0.124622	0.505867
67.000000	1	-72044860	class2	0.015371	0.144194	0.502873
68.000000	0	-1692653699	class1	0.000185	0.032948	0.500450
68.000000	1	2123016463	class1	0.482113	0.518661	0.518661
68.000000	2	41580175	class1	0.019277	0.136899	0.499916
68.000000	3	-2032779581	class1	0.260797	0.427779	0.493380
68.000000	4	-954768625	class1	0.127896	0.379631	0.518679
68.000000	5	-728306033	class1	0.111956	0.348279	0.512318
68.000000	6	690776183	class1	0.486191	0.522947	0.523028
68.000000	7	-1355419045	class1	0.030769	0.194641	0.504159
68.000000	8	1699780047	class1	0.255607	0.415306	0.488049
68.000000	9	-1035194800	class2	0.000000	0.027229	0.500371
69.000000	0	1126088765	class1	0.000000	0.046793	0.501095
69.000000	1	1576424079	class1	0.001657	0.062728	0.501142
69.000000	2	1268747907	class1	0.011596	0.161154	0.507340
69.000000	3	-1839531068	class2	0.012700	0.143932	0.504142
70.000000	0	-509411737	class1	0.000189	0.043676	0.500859
70.000000	1	1251185616	class2	0.002756	0.111618	0.504868
71.000000	0	614610435	class1	0.135441	0.377621	0.514748
71.000000	1	-235480957	class1	0.064888	0.259043	0.503436
71.000000	2	1150572803	class1	0.020289	0.152848	0.501779
71.000000	3	-1812770213	class1	0.131420	0.356045	0.507264
71.000000	4	-1555435021	class1	0.001097	0.077169	0.502432
71.000000	5	468998555	class1	0.019740	0.146382	0.501059
71.000000	6	-152250992	class2	0.001766	0.063357	0.501127
72.000000	0	-839815397	class1	0.000000	0.038963	0.500759
72.000000	1	-1099833712	class2	0.000217	0.043072	0.500819
73.000000	0	1774177039	class1	0.009282	0.103626	0.500779
73.000000	1	-426112817	class1	0.019120	0.156374	0.502905
73.000000	2	-991754224	class2	0.000000	0.070796	0.502506
74.000000	0	1559353371	class1	0.000000	0.035983	0.500647
74.000000	1	-1347581948	class2	0.003021	0.057830	0.500167
75.000000	0	-1718063083	class1	0.000543	0.036586	0.500398
75.000000	1	-95219726	class2	0.000223	0.048524	0.501066
76.000000	0	1978775817	class1	0.000000	0.029326	0.500430
76.000000	1	1992114215	class1	0.001683	0.073254	0.501846
76.000000	2	1800298844	class2	0.021071	0.146954	0.500495
76.000000	3	675539280	class2	0.058482	0.277344	0.511608
76.000000	4	1037004472	class2	0.131370	0.364467	0.510778
76.000000	5	-1086653552	class2	0.126639	0.329264	0.498748
76.000000	6	-1402170864	class2	0.037841	0.176914	0.497344
76.000000	7	219305244	class2	0.468501	0.522164	0.522246
76.000000	8	747275460	class2	0.003225	0.061049	0.500257
76.000000	9	542077648	class2	0.252634	0.427662	0.496042
77.000000	0	-1911214665	class1	0.008670	0.187853	0.513464
77.000000	1	-1530836232	class2	0.072068	0.264270	0.501597
77.000000	2	434931728	class2	0.065516	0.258620	0.503029
77.000000	3	1203593680	class2	0.097183	0.401511	0.540691
77.000000	4	-2009876196	class2	0.476305	0.521944	0.521947
77.000000	5	1818194640	class2	0.062022	0.258099	0.504499
77.000000	6	542086480	class2	0.065953	0.259225	0.502995
77.000000	7	-1821416944	class2	0.007862	0.108227	0.501972
77.000000	8	-388910738	class2	0.000218	0.030367	0.500352
77.000000	9	-148668836	class2	0.253767	0.426915	0.495234
78.000000	0	-1326602179	class1	0.000365	0.055607	0.501364
78.000000	1	-1322208560	class2	0.261379	0.419949	0.488693
78.000000	2	-453689712	class2	0.030932	0.175509	0.500427
78.000000	3	-336162800	class2	0.002209	0.104579	0.504376
78.000000	4	-1319735664	class2	0.039107	0.186901	0.498623
78.000000	5	63155908	class2	0.068935	0.261162	0.502160
78.000000	6	1726550660	class2	0.476580	0.520654	0.520662
78.000000	7	385094276	class2	0.020327	0.142837	0.500249
78.000000	8	2068116944	class2	0.082413	0.263434	0.496609
78.000000	9	-489520444	class2	0.133009	0.361259	0.508760
78.000000	10	-469297008	class2	0.476580	0.520654	0.520662
78.000000	11	-722826352	class2	0.038224	0.186517	0.498974
78.000000	12	-469291236	class2	0.471277	0.519022	0.519111
78.000000	13	-1528685092	class2	0.000119	0.000370	0.520860
78.000000	14	-461159460	class2	0.130800	0.347159	0.503928
79.000000	0	1397636367	class1	0.480286	0.521674	0.521678
79.000000	1	-786656113	class1	0.010820	0.118914	0.501738
79.000000	2	-452179185	class1	0.010086	0.104333	0.500455
79.000000	3	742799	class1	0.001834	0.057383	0.500733
79.000000	4	463011983	class1	0.128920	0.358532	0.509325
79.000000	5	-1692593369	class1	0.002567	0.069469	0.501135
79.000000	6	-312151473	class1	0.239501	0.431648	0.502748
79.000000	7	-233696241	class1	0.012103	0.157379	0.506484
79.000000	8	2103608207	class1	0.143224	0.360575	0.504262
79.000000	9	-661480049	class1	0.066019	0.257976	0.502619
79.000000	10	1365675844	class2	0.000000	0.105766	0.505593
80.000000	0	-1289343467	class1	0.000000	0.029530	0.500436
80.000000	1	582411460	class2	0.008938	0.114015	0.502089
80.000000	2	-1734093168	class2	0.000134	0.000348	0.504980
80.000000	3	-319215908	class2	0.103336	0.389745	0.533036
80.000000	4	708445252	class2	0.028777	0.210091	0.508335
81.000000	0	1482206299	class1	0.007246	0.105729	0.502007
81.000000	1	-133059132	class2	0.008445	0.110270	0.501909
81.000000	2	1210252164	class2	0.067345	0.273609	0.506461
81.000000	3	-2137481858	class2	0.015591	0.148152	0.503353
81.000000	4	-431306148	class2	0.132741	0.346947	0.503027
82.000000	0	-368089073	class1	0.001472	0.064467	0.501345
82.000000	1	285205078	class2	0.000219	0.062153	0.501822
83.000000	0	-1985002161	class1	0.062465	0.272500	0.508369
83.000000	1	-1365968985	class1	0.100576	0.300196	0.499809
83.000000	2	650839695	class1	0.473694	0.522934	0.522945
83.000000	3	-148529341	class1	0.000082	0.000424	0.560962
83.000000	4	-1889578905	class1	0.122513	0.397479	0.528767
83.000000	5	839980745	class1	0.000372	0.029416	0.500247
83.000000	6	886230875	class1	0.002417	0.060580	0.500631
83.000000	7	-1470557629	class1	0.078453	0.273468	0.501349
83.000000	8	-1439292837	class1	0.032348	0.189230	0.502328
83.000000	9	903418384	class2	0.003462	0.054445	0.499756
84.000000	0	372347535	class1	0.000187	0.038758	0.500658
84.000000	1	238446678	class2	0.003434	0.080812	0.501559
85.000000	0	977843059	class1	0.000929	0.067396	0.501809
85.000000	1	371718556	class2	0.000433	0.045203	0.500806
86.000000	0	1574946447	class1	0.481912	0.527187	0.527267
86.000000	1	1896765583	class1	0.010336	0.105979	0.500506
86.000000	2	200128655	class1	0.002584	0.060832	0.500563
86.000000	3	41565199	class1	0.011259	0.106943	0.500154
86.000000	4	-1538945597	class1	0.008490	0.100849	0.500884
86.000000	5	650660943	class1	0.233296	0.449965	0.515390
86.000000	6	-1347747389	class1	0.239387	0.453330	0.515400
86.000000	7	-37898649	class1	0.117017	0.374296	0.520823
86.000000	8	1393164227	class1	0.019195	0.154144	0.502515
86.000000	9	1622760487	class1	0.065338	0.280967	0.509562
86.000000	10	-2038346596	class2	0.000218	0.047057	0.500998
87.000000	0	215986499	class1	0.007862	0.109741	0.502138
87.000000	1	-1576690986	class2	0.030457	0.208832	0.507262
88.000000	0	-815017097	class1	0.005336	0.128684	0.505656
88.000000	1	233999812	class2	0.026287	0.193040	0.505992
88.000000	2	-1526279984	class2	0.000219	0.050748	0.501178
88.000000	3	1883260792	class2	0.007448	0.174113	0.511547
89.000000	0	-2086066569	class1	0.001288	0.062760	0.501328
89.000000	1	-944713404	class2	0.002410	0.060583	0.500635
90.000000	0	2000803675	class1	0.000000	0.000000	0.518522
90.000000	1	927221252	class2	0.000480	0.000502	0.513691
90.000000	2	783413264	class2	0.136662	0.374339	0.512825
